string3 0,string3 1,string3 2,string3 3,float 4,float 5,float 6,float 7,float 8,int 9,float 10,float 11,float 12,float 13,int 14
"chr422symbol01","bn01","br01","",4.5,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr422walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr422slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr422brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr422run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr423","bn01","br01","",6.7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr423walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr423slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr423brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr423run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr424","bn01","br01","",6.2,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr424walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr424slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr424brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr424run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr425","bn01","br01","",6.2,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr425walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr425slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr425brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr425run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr426","bn01","br01","",6.7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr426symbol01","bn01","br01","",5,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr426walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr426slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr426brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr426run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr427","bn01","br01","",6.7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr427symbol01","bn01","br01","",5,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr427walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr427slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr427brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr427run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr428","bn01","br01","",7.2,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr428walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr428slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr428brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr428run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr429","bn01","br01","",6.2,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr429walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr429slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr429brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr429run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr431","bn01","br01","",6.7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr431walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr431slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr431brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr431run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr432","bn01","br01","",6.7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr434","bn01","br01","",5.2,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr434walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr434slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr434brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr434run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr435","bn01","br01","",6.7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr435walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr435slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr435brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr435run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr437","bn01","br01","",6.2,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr437mob01","bn01","br01","",2,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr437symbol01","bn01","br01","",2,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr437walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr437slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr437brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr437run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr438","bn01","br01","",6.2,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr438symbol01","bn01","br01","",4.5,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr438walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr438slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr438brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr438run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr439","bn01","br01","",6.7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr439symbol01","bn01","br01","",4.5,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr439walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr439slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr439brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr439run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr440","bn01","br01","",5.2,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr440walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr440slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr440brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr440run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr446","bn01","br01","",7.2,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr448","bn01","br01","",7.2,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr449","bn01","br01","",5.2,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr450","bn01","br01","",6.2,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr450symbol01","bn01","br01","",4.5,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr450walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr450slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr450brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr450run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr451","bn01","br01","",6.7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr451symbol01","bn01","br01","",4.5,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr451walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr451slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr451brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr451run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr452","bn01","br01","",6.2,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr452walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr452slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr452brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr452run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr453","bn01","br01","",5.7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr453walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr453slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr453brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr453run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr454","bn01","br01","",6.7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr454mob01","bn01","br01","",2,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr454symbol01","bn01","br01","",2,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr454walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr454slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr454brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr454run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr455","bn01","br01","",5,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr455symbol01","bn01","br01","",1.26,0,0,-1,-1,0,-1,-1,-1,-1,-1
"chr455symbol02","bn01","br01","",3,0,0,-1,-1,0,-1,-1,-1,-1,-1
"chr455walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr455slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr455brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr455run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr456","bn01","br01","",6.2,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr456walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr456slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr456brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr456run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr457","bn01","br01","",2,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr457symbol01","bn01","br01","",1,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr457walk","bn01","br01","",0.5,0,1,0.5,1,0,-1,-1,-1,-1,-1
"chr457slow_walk","bn01","br01","",0.3,0,1,0.3,0.6,0,-1,-1,-1,-1,-1
"chr457brisk_walk","bn01","br01","",0.7,0,1,0.7,1.4,0,-1,-1,-1,-1,-1
"chr457run","bn01","br01","",1,0,1,1,2,0,-1,-1,-1,-1,-1
"chr458","bn01","br01","",7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr458symbol01","bn01","br01","",3,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr458walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr458slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr458brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr458run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr461","bn01","br01","",5.7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr461symbol01","bn01","br01","",3,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr461walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr461slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr461brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr461run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr463","bn01","br01","",6.2,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr463walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr463slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr463brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr463run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr464","bn01","br01","",6.7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr464walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr464slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr464brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr464run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr465","bn01","br01","",6.7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr465walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr465slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr465brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr465run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr466","bn01","br01","",6.2,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr466symbol01","bn01","br01","",4,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr466mob01","bn01","br01","",4,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr466walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr466slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr466brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr466run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr468","bn01","br01","",6.2,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr474","bn01","br01","",6.7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr474walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr474slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr474brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr474run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr477","bn01","br01","",7.2,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr478","bn01","br01","",7.2,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr479","bn01","br01","",6.7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr479walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr479slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr479brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr479run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr484","bn01","br01","",6.7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr485","bn01","br01","",6.7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr486","bn01","br01","",6.7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr487","bn01","br01","",7.2,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr488","bn01","br01","",6.2,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr489","bn01","br01","",6.7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr489walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr489slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr489brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr489run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr490","bn01","br01","",6.7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr490walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr490slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr490brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr490run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr491","bn01","br01","",6.7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr491walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr491slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr491brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr491run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr492","bn01","br01","",6.7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr492walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr492slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr492brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr492run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr921","bn01","br01","",6.7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr921walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr921slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr921brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr921run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr510","bn01","br01","",6.7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr510symbol01","bn01","br01","",2,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr510walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr510slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr510brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr510run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr512","bn01","br01","",6.2,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr512mob01","bn01","br01","",2,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr512symbol01","bn01","br01","",2,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr512signal","bn01","br01","",2,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr512walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr512slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr512brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr512run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr514","bn01","br01","",6.2,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr514symbol01","bn01","br01","",2,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr514walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr514slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr514brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr514run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr515","bn01","br01","",6.2,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr515mob01","bn01","br01","",3,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr515symbol01","bn01","br01","",2,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr515walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr515slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr515brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr515run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr516","bn01","br01","",6.7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr517","bn01","br01","",6.7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr548","bn01","br01","",6.7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr548walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr548slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr548brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr548run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr563","bn01","br01","",7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr563default_move_animation","bn01","br01","",3,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr563walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr563slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr563brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr563run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr564","bn01","br01","",7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr564walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr564slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr564brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr564run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr565","bn01","br01","",7.2,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr566","bn01","br01","",7.2,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr567","bn01","br01","",6.2,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr567symbol01","bn01","br01","",2,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr567mob01","bn01","br01","",2,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr567walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr567slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr567brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr567run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr569","bn01","br01","",7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr569symbol01","fn01_01","br01","",5.04,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr569walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr569slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr569brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr569run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr571","bn01","br01","",7.2,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr572","bn01","br01","",7.2,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr573","bn01","br01","",7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr573walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr573slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr573brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr573run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr574","bn01","br01","",6.7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr574walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr574slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr574brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr574run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr575","bn01","br01","",5.7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr575walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr575slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr575brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr575run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr576","bn01","br01","",7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr576symbol01","bn01","br01","",2.5,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr576walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr576slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr576brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr576run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr577","bn01","br01","",7.2,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr577walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr577slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr577brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr577run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr578","bn01","br01","",7.2,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr578walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr578slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr578brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr578run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr579","bn01","br01","",6.7,0,1,-1,-1,0,-1,-1,-1,-1,-1
